canonical_well_id,original_well_name,well_type,zone_scope_source,parameter_canonical,parameter_original,unit_original,unit_standardized,dws_value,result_value,result_date,result_qualifier,source_file,source_row_or_page
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,"DICHLOROPHENOXY ACETI2,4 C ACID","DICHLOROPHENOXY ACETI2,4 C ACID",microgr/L,µg/L,30.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,Dieldrin,Dieldrin,microgr/L,µg/L,0.05,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ENDRIN,ENDRIN,microgr/L,µg/L,2.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ETHYL BENZENE,ETHYL BENZENE,microgr/L,µg/L,300.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ETHYLENE DI BROMIDE,ETHYLENE DI BROMIDE,microgr/L,µg/L,0.05,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,FORMALDEHYDE,FORMALDEHYDE,microgr/L,µg/L,900.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,HEPTACHLOR,HEPTACHLOR,microgr/L,µg/L,0.4,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,HEPTACHLOR EPOXIDE,HEPTACHLOR EPOXIDE,microgr/L,µg/L,0.2,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,IRON TOTAL AS FE,IRON TOTAL AS FE,microgr/L,µg/L,1000.0,44.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,LEAD AS PB,LEAD AS PB,microgr/L,µg/L,10.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,LINDANE,LINDANE,microgr/L,µg/L,1.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,LITHIUM,LITHIUM,microgr/L,µg/L,,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,MAGNESIUM AS MG,MAGNESIUM AS MG,MG/L,µg/L,150.0,25.3,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,MANGANESE TOTAL AS MN,MANGANESE TOTAL AS MN,microgr/L,µg/L,200.0,8.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,METHOXYCHLOR,METHOXYCHLOR,microgr/L,µg/L,20.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,MOLYBDENUM,MOLYBDENUM,microgr/L,µg/L,70.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,MONOCHLOROBENZENE,MONOCHLOROBENZENE,microgr/L,µg/L,100.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial, MTBE,MTBE,microgr/L,µg/L,40.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NICKEL AS NI,NICKEL AS NI,microgr/L,µg/L,20.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,PERMETRINE,PERMETRINE,microgr/L,µg/L,,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,POTASSIUM AS K,POTASSIUM AS K,MG/L,µg/L,,1.4,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SELENIUM AS SE,SELENIUM AS SE,microgr/L,µg/L,10.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SILVER,SILVER,microgr/L,µg/L,100.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SIMAZINE,SIMAZINE,microgr/L,µg/L,2.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SODIUM AS NA,SODIUM AS NA,MG/L,µg/L,,61.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,STRONTIUM AS SR,STRONTIUM AS SR,microgr/L,µg/L,,689.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,STYRENE,STYRENE,microgr/L,µg/L,50.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,microgr/L,µg/L,10.0,0.2,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,TOLUENE,TOLUENE,microgr/L,µg/L,700.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",microgr/L,µg/L,50.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,"TRICHLORO ETHANE 1,1,1","TRICHLORO ETHANE 1,1,1",microgr/L,µg/L,200.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,microgr/L,µg/L,7.5,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,"TRICHLORO PHENOXY 2,4,5 PROPIO","TRICHLORO PHENOXY 2,4,5 PROPIO",microgr/L,µg/L,10.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,TRIFLORILEN,TRIFLORILEN,microgr/L,µg/L,20.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,VINYL CHLORIDE,VINYL CHLORIDE,microgr/L,µg/L,0.5,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,XYLENE,XYLENE,microgr/L,µg/L,500.0,0.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ZINC AS ZN,ZINC AS ZN,microgr/L,µg/L,5000.0,15.0,2010-06-15,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,CALCIUM AS CA,CALCIUM AS CA,MG/L,µg/L,80.0,107.0,2010-07-19,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,MAGNESIUM AS MG,MAGNESIUM AS MG,MG/L,µg/L,150.0,25.6,2010-07-19,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,POTASSIUM AS K,POTASSIUM AS K,MG/L,µg/L,,1.4,2010-07-19,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SODIUM AS NA,SODIUM AS NA,MG/L,µg/L,,63.0,2010-07-19,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NITRITE AS NO2,NITRITE AS NO2,MG/L,µg/L,3.0,0.01,2011-03-13,<,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NITRITE AS NO2,NITRITE AS NO2,MG/L,µg/L,3.0,0.01,2011-04-05,<,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NITRITE AS NO2,NITRITE AS NO2,MG/L,µg/L,3.0,0.01,2011-05-15,<,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ALACHLOR,ALACHLOR,microgr/L,µg/L,4.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ALDICRAB,ALDICRAB,microgr/L,µg/L,,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ALKALINITY M AS CACO3 (B),ALKALINITY M AS CACO3 (B),MG/L,µg/L,,229.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ALPHA RADIOACTIVITY,ALPHA RADIOACTIVITY,BQ/L,µg/L,0.1,0.05,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ALUMINUM,ALUMINUM,microgr/L,µg/L,200.0,11.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,AMMONIA AS NH4,AMMONIA AS NH4,MG/L,µg/L,,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ANTIMONY,ANTIMONY,microgr/L,µg/L,6.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ARSENIC AS AS,ARSENIC AS AS,microgr/L,µg/L,10.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ATRAZINE,ATRAZINE,microgr/L,µg/L,2.0,0.1,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,BARIUM AS BA,BARIUM AS BA,microgr/L,µg/L,1000.0,78.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,BENZOPYRENE,BENZOPYRENE,microgr/L,µg/L,0.5,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,BERYLIUM,BERYLIUM,microgr/L,µg/L,4.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,BETA RADIOACTIVITY,BETA RADIOACTIVITY,BQ/L,µg/L,1.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,BICARBONATE AS HCO3,BICARBONATE AS HCO3,MG/L,µg/L,,279.151,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,BIS (2-ETHYLHEXYL) PHTALATE,BIS (2-ETHYLHEXYL) PHTALATE,microgr/L,µg/L,8.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,BORON AS B,BORON AS B,MG/L,µg/L,1.0,0.06,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,BROMIDE AS BR,BROMIDE AS BR,MG/L,µg/L,,0.6,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,CADMIUM AS CD,CADMIUM AS CD,microgr/L,µg/L,5.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,CALCIUM AS CA,CALCIUM AS CA,MG/L,µg/L,80.0,108.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,CHLORDANE,CHLORDANE,microgr/L,µg/L,1.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,CHLORIDE AS CL,CHLORIDE AS CL,MG/L,µg/L,400.0,139.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,CHROMIUM AS CR,CHROMIUM AS CR,microgr/L,µg/L,50.0,3.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,COPPER AS CU,COPPER AS CU,microgr/L,µg/L,1400.0,3.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,CYANIDE AS CN,CYANIDE AS CN,microgr/L,µg/L,50.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,DDT,DDT,microgr/L,µg/L,1.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,DETERGENTS AS LAS,DETERGENTS AS LAS,MG/L,µg/L,0.5,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,"DIBROMO-3-CHLOROPROPA1,2 NE","DIBROMO-3-CHLOROPROPA1,2 NE",microgr/L,µg/L,0.3,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,"DICHLOROPHENOXY ACETI2,4 C ACID","DICHLOROPHENOXY ACETI2,4 C ACID",microgr/L,µg/L,30.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,Dieldrin,Dieldrin,microgr/L,µg/L,0.05,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ENDRIN,ENDRIN,microgr/L,µg/L,2.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ETHYLENE DI BROMIDE,ETHYLENE DI BROMIDE,microgr/L,µg/L,0.05,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,FLUORIDE AS F,FLUORIDE AS F,MG/L,µg/L,1.7,0.25,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,FORMALDEHYDE,FORMALDEHYDE,microgr/L,µg/L,900.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,HARDNESS AS CACO3,HARDNESS AS CACO3,MG/L,µg/L,200.0,375.92,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,HEPTACHLOR,HEPTACHLOR,microgr/L,µg/L,0.4,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,HEPTACHLOR EPOXIDE,HEPTACHLOR EPOXIDE,microgr/L,µg/L,0.2,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,IRON TOTAL AS FE,IRON TOTAL AS FE,microgr/L,µg/L,1000.0,15.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,LEAD AS PB,LEAD AS PB,microgr/L,µg/L,10.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,LINDANE,LINDANE,microgr/L,µg/L,1.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,MAGNESIUM AS MG,MAGNESIUM AS MG,MG/L,µg/L,150.0,25.8,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,MANGANESE TOTAL AS MN,MANGANESE TOTAL AS MN,microgr/L,µg/L,200.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,MERCURY AS HG,MERCURY AS HG,microgr/L,µg/L,1.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,METHOXYCHLOR,METHOXYCHLOR,microgr/L,µg/L,20.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,METOLACHLOR,METOLACHLOR,microgr/L,µg/L,10.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,MOLYBDENUM,MOLYBDENUM,microgr/L,µg/L,70.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NICKEL AS NI,NICKEL AS NI,microgr/L,µg/L,20.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NITRATE AS NO3,NITRATE AS NO3,MG/L,µg/L,70.0,47.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NITRITE AS NO2,NITRITE AS NO2,MG/L,µg/L,3.0,0.01,2011-06-20,<,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,OIL AND GREASE,OIL AND GREASE,microgr/L,µg/L,300.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,PERMETRINE,PERMETRINE,microgr/L,µg/L,,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,PHENOLS AS C6H5OH,PHENOLS AS C6H5OH,microgr/L,µg/L,2.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,PHOSPHATES AS PO4,PHOSPHATES AS PO4,MG/L,µg/L,,0.05,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,POTASSIUM AS K,POTASSIUM AS K,MG/L,µg/L,,1.7,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SELENIUM AS SE,SELENIUM AS SE,microgr/L,µg/L,10.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SILICA AS SIO2,SILICA AS SIO2,MG/L,µg/L,,19.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SILVER,SILVER,microgr/L,µg/L,100.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SIMAZINE,SIMAZINE,microgr/L,µg/L,2.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SODIUM AS NA,SODIUM AS NA,MG/L,µg/L,,62.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,SULFATE AS SO4,SULFATE AS SO4,MG/L,µg/L,250.0,44.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,TOTAL ORGANIC CARBON,TOTAL ORGANIC CARBON,MG/L,µg/L,,0.3,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,"TRICHLORO PHENOXY 2,4,5 PROPIO","TRICHLORO PHENOXY 2,4,5 PROPIO",microgr/L,µg/L,10.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,TRIFLORILEN,TRIFLORILEN,microgr/L,µg/L,20.0,0.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,ZINC AS ZN,ZINC AS ZN,microgr/L,µg/L,5000.0,10.0,2011-06-20,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NITRITE AS NO2,NITRITE AS NO2,MG/L,µg/L,3.0,0.01,2011-07-24,<,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,CHLORIDE AS CL,CHLORIDE AS CL,MG/L,µg/L,400.0,119.0,2011-07-27,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NITRATE AS NO3,NITRATE AS NO3,MG/L,µg/L,70.0,45.7,2011-07-27,=,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NITRITE AS NO2,NITRITE AS NO2,MG/L,µg/L,3.0,0.01,2011-08-16,<,Holon_current_monitoring_2024,
מק_חולון_5,מק חולון 5,monitoring,Holon_main_industrial,NITRITE AS NO2,NITRITE AS NO2,MG/L,µg/L,3.0,0.01,2011-09-11,<,Holon_current_monitoring_2024,
נד_פז_סיירים_2,נד פז סיירים 2,fuel_monitoring,Holon_main_industrial,BENZENE,BENZENE,microgr/L,µg/L,5.0,410.0,2016-11-09,=,Holon_current_monitoring_2024,
נד_פז_סיירים_2,נד פז סיירים 2,fuel_monitoring,Holon_main_industrial,DISSOLVED OXYGEN AS O2,DISSOLVED OXYGEN AS O2,MG/L,µg/L,,8.2,2016-11-09,=,Holon_current_monitoring_2024,
נד_פז_סיירים_2,נד פז סיירים 2,fuel_monitoring,Holon_main_industrial,ETHYL BENZENE,ETHYL BENZENE,microgr/L,µg/L,300.0,120.0,2016-11-09,=,Holon_current_monitoring_2024,
נד_פז_סיירים_2,נד פז סיירים 2,fuel_monitoring,Holon_main_industrial,FIELD ELECTRICAL CONDUCTIVITY,FIELD ELECTRICAL CONDUCTIVITY,mS/cm,µg/L,,1.406,2016-11-09,=,Holon_current_monitoring_2024,
